Query,AverageExecutionTime(ms),StdDevExecutionTime(ms),AverageElapsedTime(ms),AverageCompileTime(ms),AverageQueueWaitTime(ms),AverageResultCount,AverageResultSize,AverageProcessedObjects,AverageBufferCacheHitRatio,AverageBufferCachePageReadCount,realquery,size(gb),type,groupmemory(MB),groupbyattribute,aggregate,nc,dp
"use wisconopen16gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.tenkgroups;",22319.0426125,677.8615687114819,22319.184041800003,2.4532133000000003,0.1,10000.0,452741.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen16gb  group by wiscondefopen16gb.tenkgroups;",16,hash,32,tenkgroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.milliongroups;",44174.892424100006,460.8909206422314,44175.0339727,2.528268,0.1,1000000.0,50178886.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.milliongroups;",16,sort,32,milliongroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.milliongroups;",46897.54820409999,600.5841117913412,46897.688107400005,2.4970578,0.0,1000000.0,50178886.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.milliongroups;",16,opt,32,milliongroups,sum,1,1
"use wisconopen16gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.milliongroups;",68482.0139126,1163.240600039778,68482.15743,2.6005458000000004,0.0,1000000.0,50178886.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen16gb  group by wiscondefopen16gb.milliongroups;",16,hash,32,milliongroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select ten, sum(ten) as sum from wiscondefopen32gb group by wiscondefopen32gb.ten;",40182.8586466,773.7388835358244,40182.9964289,2.4167812,0.0,10.0,351.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select ten, sum(ten) as sum from wiscondefopen32gb group by wiscondefopen32gb.ten;",32,opt,32,ten,sum,1,1
"use wisconopen32gb; select ten, sum(ten) as sum from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.ten;",41716.59693770001,861.1113963565691,41716.7376478,2.3572351,0.0,10.0,351.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select ten, sum(ten) as sum from wiscondefopen32gb  group by wiscondefopen32gb.ten;",32,hash,32,ten,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.tenkgroups;",58593.6545072,750.5553565580102,58593.7986207,2.5792613,0.0,10000.0,455814.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.tenkgroups;",32,sort,32,tenkgroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.tenkgroups;",42239.09797640001,923.3369663169389,42239.245907100005,2.4205751,0.0,10000.0,455814.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.tenkgroups;",32,opt,32,tenkgroups,sum,1,1
"use wisconopen32gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.tenkgroups;",44461.901231200005,935.2865365150212,44462.0490149,2.4219952,0.0,10000.0,455814.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen32gb  group by wiscondefopen32gb.tenkgroups;",32,hash,32,tenkgroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.milliongroups;",85353.3110703,739.4543048886565,85353.4531006,2.4344654999999995,0.0,1000000.0,50532012.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.milliongroups;",32,sort,32,milliongroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.milliongroups;",92761.7567614,619.4088293441613,92761.907632,2.7769805999999995,0.1,1000000.0,50532012.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.milliongroups;",32,opt,32,milliongroups,sum,1,1
"use wisconopen32gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.milliongroups;",131949.77511630004,2783.7577994938115,131949.91515400002,2.4120191,0.1,1000000.0,50532012.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen32gb  group by wiscondefopen32gb.milliongroups;",32,hash,32,milliongroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select ten, sum(ten) as sum from wiscondefopen64gb group by wiscondefopen64gb.ten;",126713.4978021,1053.0454591489445,126713.6291228,2.6099919,0.0,10.0,352.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select ten, sum(ten) as sum from wiscondefopen64gb group by wiscondefopen64gb.ten;",64,sort,32,ten,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select ten, sum(ten) as sum from wiscondefopen64gb group by wiscondefopen64gb.ten;",80207.9496954,1168.1894712135409,80208.08626889999,2.5588454,0.0,10.0,352.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select ten, sum(ten) as sum from wiscondefopen64gb group by wiscondefopen64gb.ten;",64,opt,32,ten,sum,1,1
"use wisconopen64gb; select ten, sum(ten) as sum from wiscondefopen64gb /*+ hash */ group by wiscondefopen64gb.ten;",83867.25940250001,2246.864669917876,83867.39857420001,2.4950192,0.0,10.0,352.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select ten, sum(ten) as sum from wiscondefopen64gb  group by wiscondefopen64gb.ten;",64,hash,32,ten,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.tenkgroups;",118720.13815999996,810.303435740773,118720.2778753,2.4368365,0.0,10000.0,457349.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.tenkgroups;",64,sort,32,tenkgroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.tenkgroups;",84056.6942167,1134.4061565201057,84056.8334166,2.561717,0.0,10000.0,457349.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.tenkgroups;",64,opt,32,tenkgroups,sum,1,1
"use wisconopen64gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen64gb /*+ hash */ group by wiscondefopen64gb.tenkgroups;",88088.6632764,1083.134774348427,88088.8055586,2.4362802,0.2,10000.0,457349.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen64gb  group by wiscondefopen64gb.tenkgroups;",64,hash,32,tenkgroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.milliongroups;",169560.3236994,2042.107445211444,169560.46470379998,2.4828817,0.0,1000000.0,50729626.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.milliongroups;",64,sort,32,milliongroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.milliongroups;",187651.2455311,5723.773491546899,187651.3877037,2.5096816,0.0,1000000.0,50729626.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.milliongroups;",64,opt,32,milliongroups,sum,1,1
"use wisconopen64gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen64gb /*+ hash */ group by wiscondefopen64gb.milliongroups;",261402.1306102,3952.9829628061193,261402.2681265,2.478528,0.0,1000000.0,50729626.0,72335919.0,0.0,761597.0,"use wisconopen64gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen64gb  group by wiscondefopen64gb.milliongroups;",64,hash,32,milliongroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select hundred, sum(hundred) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundred;",4144.4773308,152.3621593113062,4144.6081943,2.4039845,0.1,100.0,3936.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select hundred, sum(hundred) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundred;",2,sort,32,hundred,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select hundred, sum(hundred) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundred;",2600.9750397,198.04931324763663,2601.1107402,2.3837646,0.0,100.0,3936.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select hundred, sum(hundred) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundred;",2,opt,32,hundred,sum,1,1
"use wisconopen2gb; select hundred, sum(hundred) as sum from wiscondefopen2gb /*+ hash */ group by wiscondefopen2gb.hundred;",2663.9140096,56.00668761495663,2664.0533934000005,2.4281209,0.1,100.0,3936.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select hundred, sum(hundred) as sum from wiscondefopen2gb  group by wiscondefopen2gb.hundred;",2,hash,32,hundred,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select kgroups, sum(kgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.kgroups;",4203.563680500001,39.0799004047904,4203.6946592,2.4620587,0.0,1000.0,40394.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select kgroups, sum(kgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.kgroups;",2,sort,32,kgroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select kgroups, sum(kgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.kgroups;",2631.880595600001,117.50854192206258,2632.009517,2.4015436,0.0,1000.0,40394.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select kgroups, sum(kgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.kgroups;",2,opt,32,kgroups,sum,1,1
"use wisconopen2gb; select kgroups, sum(kgroups) as sum from wiscondefopen2gb /*+ hash */ group by wiscondefopen2gb.kgroups;",2721.2003517000003,119.22036358554878,2721.3349231,2.3198859,0.0,1000.0,40394.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select kgroups, sum(kgroups) as sum from wiscondefopen2gb  group by wiscondefopen2gb.kgroups;",2,hash,32,kgroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundredkgroups;",4785.085525299999,69.63234605700153,4785.2244529,2.3965341,0.0,100000.0,4939006.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundredkgroups;",2,sort,32,hundredkgroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundredkgroups;",3267.4142486,451.2175074534491,3267.5468791000003,2.3633571000000004,0.0,100000.0,4939006.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundredkgroups;",2,opt,32,hundredkgroups,sum,1,1
"use wisconopen2gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen2gb /*+ hash */ group by wiscondefopen2gb.hundredkgroups;",3365.7154304999995,102.92631801279742,3365.8449806,2.3690167000000004,0.0,100000.0,4939006.0,2260380.0,0.0,23802.0,"use wisconopen2gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen2gb  group by wiscondefopen2gb.hundredkgroups;",2,hash,32,hundredkgroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundred, sum(hundred) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundred;",33257.796789199994,284.31870655068167,33257.933586600004,2.836457,0.0,100.0,4023.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select hundred, sum(hundred) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundred;",16,sort,32,hundred,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundred, sum(hundred) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundred;",20772.1163573,422.35417024230446,20772.2413122,2.3500803,0.0,100.0,4023.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select hundred, sum(hundred) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundred;",16,opt,32,hundred,sum,1,1
"use wisconopen16gb; select hundred, sum(hundred) as sum from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundred;",21137.2646597,346.0981684379097,21137.3950001,2.3894140000000004,0.0,100.0,4023.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select hundred, sum(hundred) as sum from wiscondefopen16gb  group by wiscondefopen16gb.hundred;",16,hash,32,hundred,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select kgroups, sum(kgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",33921.0614962,207.21107973776685,33921.1840249,2.2691576,0.0,1000.0,41270.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select kgroups, sum(kgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",16,sort,32,kgroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select kgroups, sum(kgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",20813.3801137,427.81077690933216,20813.504665800003,2.3419123,0.0,1000.0,41270.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select kgroups, sum(kgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",16,opt,32,kgroups,sum,1,1
"use wisconopen16gb; select kgroups, sum(kgroups) as sum from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.kgroups;",21498.1807952,545.6030927828647,21498.310009500005,2.3588195999999995,0.0,1000.0,41270.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select kgroups, sum(kgroups) as sum from wiscondefopen16gb  group by wiscondefopen16gb.kgroups;",16,hash,32,kgroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",36498.8876604,211.48165712604728,36499.0146161,2.3581367,0.0,100000.0,5027380.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",16,sort,32,hundredkgroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",22769.5849291,613.1218971838967,22769.708636000003,2.4432778,0.0,100000.0,5027380.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",16,opt,32,hundredkgroups,sum,1,1
"use wisconopen16gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",25327.585383300004,443.6698287086909,25327.7133797,2.4226241,0.0,100000.0,5027380.0,18083796.0,0.0,190400.0,"use wisconopen16gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen16gb  group by wiscondefopen16gb.hundredkgroups;",16,hash,32,hundredkgroups,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, sum(hundred) as sum from wiscondefopen32gb group by wiscondefopen32gb.hundred;",67163.20548929999,913.3162808472214,67163.3287764,2.3874097,0.0,100.0,4054.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select hundred, sum(hundred) as sum from wiscondefopen32gb group by wiscondefopen32gb.hundred;",32,sort,32,hundred,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, sum(hundred) as sum from wiscondefopen32gb group by wiscondefopen32gb.hundred;",41373.3971441,733.4800453172004,41373.519011,2.4172179,0.0,100.0,4054.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select hundred, sum(hundred) as sum from wiscondefopen32gb group by wiscondefopen32gb.hundred;",32,opt,32,hundred,sum,1,1
"use wisconopen32gb; select hundred, sum(hundred) as sum from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",44522.5051909,2214.325516174589,44522.6313002,2.2902731000000003,0.0,100.0,4054.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select hundred, sum(hundred) as sum from wiscondefopen32gb  group by wiscondefopen32gb.hundred;",32,hash,32,hundred,sum,1,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select kgroups, sum(kgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",68085.3835205,921.2113608413762,68085.5072897,2.4162629,0.0,1000.0,41578.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select kgroups, sum(kgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",32,sort,32,kgroups,sum,1,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select kgroups, sum(kgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",41311.26720260001,837.4223224360292,41311.3884535,2.4143535,0.0,1000.0,41578.0,36168131.0,0.0,380799.0,"use wisconopen32gb; select kgroups, sum(kgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",32,opt,32,kgroups,sum,1,1
